,LinkRef,LinkDescription,Date,TimePeriod,AverageJT,AverageSpeed,DataQuality,LinkLength,Flow
1678489,AL100,A414 between M1 J7 and A405 (AL100),20150316,32,144.19,112.60,1,4.5100002290000001,327.50
1678490,AL100,A414 between M1 J7 and A405 (AL100),20150316,33,162.47,99.93,1,4.5100002290000001,326.00
1678491,AL100,A414 between M1 J7 and A405 (AL100),20150316,34,163.01,99.60,1,4.5100002290000001,301.50
1678492,AL100,A414 between M1 J7 and A405 (AL100),20150316,35,163.54,99.28,1,4.5100002290000001,262.50
1678493,AL100,A414 between M1 J7 and A405 (AL100),20150316,36,161.02,100.83,1,4.5100002290000001,251.00
1678494,AL100,A414 between M1 J7 and A405 (AL100),20150316,37,158.49,102.44,1,4.5100002290000001,234.50
1678495,AL100,A414 between M1 J7 and A405 (AL100),20150316,38,129.21,125.66,1,4.5100002290000001,223.50
1678496,AL100,A414 between M1 J7 and A405 (AL100),20150316,39,162.26,100.06,1,4.5100002290000001,194.50
1678497,AL100,A414 between M1 J7 and A405 (AL100),20150316,40,162.26,100.06,1,4.5100002290000001,174.00
1678498,AL100,A414 between M1 J7 and A405 (AL100),20150316,41,154.17,105.31,1,4.5100002290000001,177.00
1678499,AL100,A414 between M1 J7 and A405 (AL100),20150316,42,154.17,105.31,1,4.5100002290000001,174.00
1678500,AL100,A414 between M1 J7 and A405 (AL100),20150316,43,152.48,106.48,1,4.5100002290000001,170.00
1678501,AL100,A414 between M1 J7 and A405 (AL100),20150316,44,135.38,119.93,1,4.5100002290000001,162.50
1678502,AL100,A414 between M1 J7 and A405 (AL100),20150316,45,160.12,101.40,1,4.5100002290000001,166.50
1678503,AL100,A414 between M1 J7 and A405 (AL100),20150316,46,154.07,105.38,1,4.5100002290000001,172.50
1678504,AL100,A414 between M1 J7 and A405 (AL100),20150316,47,138.94,116.86,1,4.5100002290000001,161.00
1678505,AL100,A414 between M1 J7 and A405 (AL100),20150316,48,138.94,116.86,1,4.5100002290000001,157.50
1678506,AL100,A414 between M1 J7 and A405 (AL100),20150316,49,158.37,102.52,1,4.5100002290000001,175.50
1678507,AL100,A414 between M1 J7 and A405 (AL100),20150316,50,158.37,102.52,1,4.5100002290000001,175.50
1678508,AL100,A414 between M1 J7 and A405 (AL100),20150316,51,145.15,111.86,1,4.5100002290000001,159.00
1678509,AL100,A414 between M1 J7 and A405 (AL100),20150316,52,147.86,109.81,1,4.5100002290000001,169.00
1678510,AL100,A414 between M1 J7 and A405 (AL100),20150316,53,150.57,107.83,1,4.5100002290000001,179.50
1678511,AL100,A414 between M1 J7 and A405 (AL100),20150316,54,153.26,105.94,1,4.5100002290000001,168.00
1678512,AL100,A414 between M1 J7 and A405 (AL100),20150316,55,150.57,107.83,1,4.5100002290000001,165.50
1678513,AL100,A414 between M1 J7 and A405 (AL100),20150316,56,148.73,109.16,1,4.5100002290000001,170.00
1678514,AL100,A414 between M1 J7 and A405 (AL100),20150316,57,146.89,110.53,1,4.5100002290000001,165.00
1678515,AL100,A414 between M1 J7 and A405 (AL100),20150316,58,155.61,104.34,1,4.5100002290000001,185.50
1678516,AL100,A414 between M1 J7 and A405 (AL100),20150316,59,164.32,98.81,1,4.5100002290000001,177.50
1678517,AL100,A414 between M1 J7 and A405 (AL100),20150316,60,146.01,111.20,1,4.5100002290000001,181.00
1678518,AL100,A414 between M1 J7 and A405 (AL100),20150316,61,157.43,103.13,1,4.5100002290000001,179.00
1678519,AL100,A414 between M1 J7 and A405 (AL100),20150316,62,129.51,125.36,1,4.5100002290000001,208.00
1678520,AL100,A414 between M1 J7 and A405 (AL100),20150316,63,159.71,101.66,1,4.5100002290000001,195.00
1678521,AL100,A414 between M1 J7 and A405 (AL100),20150316,64,190.45,85.25,1,4.5100002290000001,237.00
1678522,AL100,A414 between M1 J7 and A405 (AL100),20150316,65,806.56,20.13,1,4.5100002290000001,249.50
1678523,AL100,A414 between M1 J7 and A405 (AL100),20150316,66,950.75,17.08,1,4.5100002290000001,250.50
1678524,AL100,A414 between M1 J7 and A405 (AL100),20150316,67,1283.48,12.65,1,4.5100002290000001,233.50
1678525,AL100,A414 between M1 J7 and A405 (AL100),20150316,68,1140.17,14.24,1,4.5100002290000001,271.00
1678526,AL100,A414 between M1 J7 and A405 (AL100),20150316,69,1048.16,15.49,1,4.5100002290000001,283.50
1678527,AL100,A414 between M1 J7 and A405 (AL100),20150316,70,1062.57,15.28,1,4.5100002290000001,288.00
1678528,AL100,A414 between M1 J7 and A405 (AL100),20150316,71,822.08,19.75,1,4.5100002290000001,268.00
1678529,AL100,A414 between M1 J7 and A405 (AL100),20150316,72,618.93,26.23,1,4.5100002290000001,245.50
1678530,AL100,A414 between M1 J7 and A405 (AL100),20150316,73,415.77,39.05,1,4.5100002290000001,221.00
1678531,AL100,A414 between M1 J7 and A405 (AL100),20150316,74,134.60,120.62,1,4.5100002290000001,201.00
1678532,AL100,A414 between M1 J7 and A405 (AL100),20150316,75,139.88,116.07,1,4.5100002290000001,160.50
1678533,AL100,A414 between M1 J7 and A405 (AL100),20150316,76,176.90,91.78,1,4.5100002290000001,150.50
1678534,AL100,A414 between M1 J7 and A405 (AL100),20150316,77,141.43,114.80,1,4.5100002290000001,138.00
1678535,AL100,A414 between M1 J7 and A405 (AL100),20150316,78,143.93,112.80,1,4.5100002290000001,127.00
1678536,AL100,A414 between M1 J7 and A405 (AL100),20150316,79,146.42,110.89,1,4.5100002290000001,106.50
1678537,AL100,A414 between M1 J7 and A405 (AL100),20150316,80,146.42,110.89,1,4.5100002290000001,96.00
1678538,AL100,A414 between M1 J7 and A405 (AL100),20150316,81,146.42,110.89,1,4.5100002290000001,93.50
1678539,AL100,A414 between M1 J7 and A405 (AL100),20150316,82,156.36,103.84,3,4.5100002290000001,79.50
1678540,AL100,A414 between M1 J7 and A405 (AL100),20150316,83,131.84,123.15,3,4.5100002290000001,67.00
1678541,AL100,A414 between M1 J7 and A405 (AL100),20150316,84,132.66,122.39,3,4.5100002290000001,73.50
1678542,AL100,A414 between M1 J7 and A405 (AL100),20150316,85,134.58,120.64,1,4.5100002290000001,78.50
1678543,AL100,A414 between M1 J7 and A405 (AL100),20150316,86,134.58,120.64,1,4.5100002290000001,68.00
1678544,AL100,A414 between M1 J7 and A405 (AL100),20150316,87,134.58,120.64,1,4.5100002290000001,65.50
1678545,AL100,A414 between M1 J7 and A405 (AL100),20150316,88,134.58,120.64,1,4.5100002290000001,74.50
1678546,AL100,A414 between M1 J7 and A405 (AL100),20150316,89,134.58,120.64,1,4.5100002290000001,65.00
1678547,AL100,A414 between M1 J7 and A405 (AL100),20150316,90,139.45,116.43,1,4.5100002290000001,50.00
1678548,AL100,A414 between M1 J7 and A405 (AL100),20150316,91,139.45,116.43,1,4.5100002290000001,40.50
1678549,AL100,A414 between M1 J7 and A405 (AL100),20150316,92,139.45,116.43,1,4.5100002290000001,37.50
1678550,AL100,A414 between M1 J7 and A405 (AL100),20150316,93,150.24,108.07,1,4.5100002290000001,29.00
1678551,AL100,A414 between M1 J7 and A405 (AL100),20150316,94,150.24,108.07,1,4.5100002290000001,29.00
1678552,AL100,A414 between M1 J7 and A405 (AL100),20150316,95,150.24,108.07,1,4.5100002290000001,25.00
1678553,AL100,A414 between M1 J7 and A405 (AL100),20150317,00,148.69,109.19,1,4.5100002290000001,23.50
1678554,AL100,A414 between M1 J7 and A405 (AL100),20150317,01,148.69,109.19,1,4.5100002290000001,22.50
1678555,AL100,A414 between M1 J7 and A405 (AL100),20150317,02,148.69,109.19,1,4.5100002290000001,20.00
1678556,AL100,A414 between M1 J7 and A405 (AL100),20150317,03,148.50,109.33,3,4.5100002290000001,18.00
1678557,AL100,A414 between M1 J7 and A405 (AL100),20150317,04,159.72,101.65,1,4.5100002290000001,14.00
1678558,AL100,A414 between M1 J7 and A405 (AL100),20150317,05,159.72,101.65,1,4.5100002290000001,15.50
1678559,AL100,A414 between M1 J7 and A405 (AL100),20150317,06,159.72,101.65,1,4.5100002290000001,16.50
1678560,AL100,A414 between M1 J7 and A405 (AL100),20150317,07,159.72,101.65,1,4.5100002290000001,14.50
1678561,AL100,A414 between M1 J7 and A405 (AL100),20150317,08,159.72,101.65,1,4.5100002290000001,13.00
1678562,AL100,A414 between M1 J7 and A405 (AL100),20150317,09,161.79,100.35,3,4.5100002290000001,14.00
1678563,AL100,A414 between M1 J7 and A405 (AL100),20150317,10,161.04,100.82,3,4.5100002290000001,12.00
1678564,AL100,A414 between M1 J7 and A405 (AL100),20150317,11,150.99,107.53,3,4.5100002290000001,15.50
1678565,AL100,A414 between M1 J7 and A405 (AL100),20150317,12,158.00,102.76,3,4.5100002290000001,18.50
1678566,AL100,A414 between M1 J7 and A405 (AL100),20150317,13,170.94,94.98,3,4.5100002290000001,22.50
1678567,AL100,A414 between M1 J7 and A405 (AL100),20150317,14,132.58,122.46,3,4.5100002290000001,22.50
1678568,AL100,A414 between M1 J7 and A405 (AL100),20150317,15,159.36,101.88,3,4.5100002290000001,20.50
1678569,AL100,A414 between M1 J7 and A405 (AL100),20150317,16,162.75,99.76,3,4.5100002290000001,20.50
1678570,AL100,A414 between M1 J7 and A405 (AL100),20150317,17,176.16,92.17,3,4.5100002290000001,21.00
1678571,AL100,A414 between M1 J7 and A405 (AL100),20150317,18,172.12,94.33,1,4.5100002290000001,43.50
1678572,AL100,A414 between M1 J7 and A405 (AL100),20150317,19,172.12,94.33,1,4.5100002290000001,37.00
1678573,AL100,A414 between M1 J7 and A405 (AL100),20150317,20,172.12,94.33,1,4.5100002290000001,51.50
1678574,AL100,A414 between M1 J7 and A405 (AL100),20150317,21,172.12,94.33,1,4.5100002290000001,78.50
1678575,AL100,A414 between M1 J7 and A405 (AL100),20150317,22,169.35,95.87,1,4.5100002290000001,114.00
1678576,AL100,A414 between M1 J7 and A405 (AL100),20150317,23,166.57,97.47,1,4.5100002290000001,98.00
1678577,AL100,A414 between M1 J7 and A405 (AL100),20150317,24,166.57,97.47,1,4.5100002290000001,144.50
1678578,AL100,A414 between M1 J7 and A405 (AL100),20150317,25,143.13,113.44,1,4.5100002290000001,154.00
1678579,AL100,A414 between M1 J7 and A405 (AL100),20150317,26,151.55,107.13,1,4.5100002290000001,216.00
1678580,AL100,A414 between M1 J7 and A405 (AL100),20150317,27,148.76,109.14,1,4.5100002290000001,241.50
1678581,AL100,A414 between M1 J7 and A405 (AL100),20150317,28,154.16,105.32,1,4.5100002290000001,271.00
1678582,AL100,A414 between M1 J7 and A405 (AL100),20150317,29,154.67,104.97,1,4.5100002290000001,308.00
1678583,AL100,A414 between M1 J7 and A405 (AL100),20150317,30,143.52,113.13,1,4.5100002290000001,313.50
1678584,AL100,A414 between M1 J7 and A405 (AL100),20150317,31,134.03,121.14,1,4.5100002290000001,333.00
1678585,AL100,A414 between M1 J7 and A405 (AL100),20150317,32,155.65,104.31,1,4.5100002290000001,362.50
1678586,AL100,A414 between M1 J7 and A405 (AL100),20150317,33,188.01,86.36,1,4.5100002290000001,344.00
1678587,AL100,A414 between M1 J7 and A405 (AL100),20150317,34,220.36,73.68,1,4.5100002290000001,313.00
1678588,AL100,A414 between M1 J7 and A405 (AL100),20150317,35,175.73,92.39,1,4.5100002290000001,256.00
1678589,AL100,A414 between M1 J7 and A405 (AL100),20150317,36,167.85,96.73,1,4.5100002290000001,260.50
1678590,AL100,A414 between M1 J7 and A405 (AL100),20150317,37,159.96,101.50,1,4.5100002290000001,268.00
1678591,AL100,A414 between M1 J7 and A405 (AL100),20150317,38,162.65,99.82,1,4.5100002290000001,221.50
1678592,AL100,A414 between M1 J7 and A405 (AL100),20150317,39,163.67,99.20,1,4.5100002290000001,197.50
1678593,AL100,A414 between M1 J7 and A405 (AL100),20150317,40,148.03,109.68,1,4.5100002290000001,191.50
1678594,AL100,A414 between M1 J7 and A405 (AL100),20150317,41,188.22,86.26,1,4.5100002290000001,177.00
1678595,AL100,A414 between M1 J7 and A405 (AL100),20150317,42,148.04,109.67,1,4.5100002290000001,177.50
1678596,AL100,A414 between M1 J7 and A405 (AL100),20150317,43,157.91,102.82,1,4.5100002290000001,169.00
1678597,AL100,A414 between M1 J7 and A405 (AL100),20150317,44,167.78,96.77,1,4.5100002290000001,157.00
1678598,AL100,A414 between M1 J7 and A405 (AL100),20150317,45,161.02,100.83,1,4.5100002290000001,171.00
1678599,AL100,A414 between M1 J7 and A405 (AL100),20150317,46,125.04,129.85,1,4.5100002290000001,167.50
1678600,AL100,A414 between M1 J7 and A405 (AL100),20150317,47,125.04,129.85,1,4.5100002290000001,164.50
1678601,AL100,A414 between M1 J7 and A405 (AL100),20150317,48,146.60,110.75,1,4.5100002290000001,171.50
1678602,AL100,A414 between M1 J7 and A405 (AL100),20150317,49,146.60,110.75,1,4.5100002290000001,180.00
1678603,AL100,A414 between M1 J7 and A405 (AL100),20150317,50,146.60,110.75,1,4.5100002290000001,185.00
1678604,AL100,A414 between M1 J7 and A405 (AL100),20150317,51,158.58,102.38,1,4.5100002290000001,169.00
1678605,AL100,A414 between M1 J7 and A405 (AL100),20150317,52,158.58,102.38,1,4.5100002290000001,176.00
1678606,AL100,A414 between M1 J7 and A405 (AL100),20150317,53,122.00,133.08,1,4.5100002290000001,172.50
1678607,AL100,A414 between M1 J7 and A405 (AL100),20150317,54,164.98,98.41,1,4.5100002290000001,180.00
1678608,AL100,A414 between M1 J7 and A405 (AL100),20150317,55,164.04,98.98,1,4.5100002290000001,172.00
1678609,AL100,A414 between M1 J7 and A405 (AL100),20150317,56,163.09,99.55,1,4.5100002290000001,186.00
1678610,AL100,A414 between M1 J7 and A405 (AL100),20150317,57,159.60,101.73,1,4.5100002290000001,173.00
1678611,AL100,A414 between M1 J7 and A405 (AL100),20150317,58,159.10,102.05,1,4.5100002290000001,190.50
1678612,AL100,A414 between M1 J7 and A405 (AL100),20150317,59,158.59,102.38,1,4.5100002290000001,182.50
1678613,AL100,A414 between M1 J7 and A405 (AL100),20150317,60,179.38,90.51,1,4.5100002290000001,189.00
1678614,AL100,A414 between M1 J7 and A405 (AL100),20150317,61,134.66,120.57,1,4.5100002290000001,190.50
1678615,AL100,A414 between M1 J7 and A405 (AL100),20150317,62,148.87,109.06,1,4.5100002290000001,214.00
1678616,AL100,A414 between M1 J7 and A405 (AL100),20150317,63,144.04,112.72,1,4.5100002290000001,199.00
1678617,AL100,A414 between M1 J7 and A405 (AL100),20150317,64,143.05,113.50,1,4.5100002290000001,238.50
1678618,AL100,A414 between M1 J7 and A405 (AL100),20150317,65,142.05,114.30,1,4.5100002290000001,253.50
1678619,AL100,A414 between M1 J7 and A405 (AL100),20150317,66,156.85,103.51,1,4.5100002290000001,270.00
1678620,AL100,A414 between M1 J7 and A405 (AL100),20150317,67,144.39,112.45,1,4.5100002290000001,258.50
1678621,AL100,A414 between M1 J7 and A405 (AL100),20150317,68,131.92,123.07,1,4.5100002290000001,269.00
1678622,AL100,A414 between M1 J7 and A405 (AL100),20150317,69,163.09,99.55,1,4.5100002290000001,294.00
1678623,AL100,A414 between M1 J7 and A405 (AL100),20150317,70,150.15,108.13,1,4.5100002290000001,274.00
1678624,AL100,A414 between M1 J7 and A405 (AL100),20150317,71,148.08,109.64,1,4.5100002290000001,269.00
1678625,AL100,A414 between M1 J7 and A405 (AL100),20150317,72,148.08,109.64,1,4.5100002290000001,246.00
1678626,AL100,A414 between M1 J7 and A405 (AL100),20150317,73,143.52,113.13,1,4.5100002290000001,246.50
1678627,AL100,A414 between M1 J7 and A405 (AL100),20150317,74,143.52,113.13,1,4.5100002290000001,215.50
1678628,AL100,A414 between M1 J7 and A405 (AL100),20150317,75,143.52,113.13,1,4.5100002290000001,186.00
1678629,AL100,A414 between M1 J7 and A405 (AL100),20150317,76,135.68,119.66,1,4.5100002290000001,167.50
1678630,AL100,A414 between M1 J7 and A405 (AL100),20150317,77,127.84,127.00,1,4.5100002290000001,139.50
1678631,AL100,A414 between M1 J7 and A405 (AL100),20150317,78,127.84,127.00,1,4.5100002290000001,132.50
1678632,AL100,A414 between M1 J7 and A405 (AL100),20150317,79,127.84,127.00,1,4.5100002290000001,110.50
1678633,AL100,A414 between M1 J7 and A405 (AL100),20150317,80,163.90,99.06,1,4.5100002290000001,91.50
1678634,AL100,A414 between M1 J7 and A405 (AL100),20150317,81,163.90,99.06,1,4.5100002290000001,107.00
1678635,AL100,A414 between M1 J7 and A405 (AL100),20150317,82,164.15,98.91,1,4.5100002290000001,84.00
1678636,AL100,A414 between M1 J7 and A405 (AL100),20150317,83,164.40,98.76,1,4.5100002290000001,78.50
1678637,AL100,A414 between M1 J7 and A405 (AL100),20150317,84,164.40,98.76,1,4.5100002290000001,72.50
1678638,AL100,A414 between M1 J7 and A405 (AL100),20150317,85,164.40,98.76,1,4.5100002290000001,77.00
1678639,AL100,A414 between M1 J7 and A405 (AL100),20150317,86,170.05,95.48,3,4.5100002290000001,85.50
1678640,AL100,A414 between M1 J7 and A405 (AL100),20150317,87,152.35,106.57,3,4.5100002290000001,80.00
1678641,AL100,A414 between M1 J7 and A405 (AL100),20150317,88,152.07,106.77,3,4.5100002290000001,73.00
1678642,AL100,A414 between M1 J7 and A405 (AL100),20150317,89,163.72,99.17,3,4.5100002290000001,69.50
1678643,AL100,A414 between M1 J7 and A405 (AL100),20150317,90,144.80,112.13,1,4.5100002290000001,59.00
1678644,AL100,A414 between M1 J7 and A405 (AL100),20150317,91,144.80,112.13,1,4.5100002290000001,51.00
1678645,AL100,A414 between M1 J7 and A405 (AL100),20150317,92,144.80,112.13,1,4.5100002290000001,47.50
1678646,AL100,A414 between M1 J7 and A405 (AL100),20150317,93,144.80,112.13,1,4.5100002290000001,40.00
1678647,AL100,A414 between M1 J7 and A405 (AL100),20150317,94,144.80,112.13,1,4.5100002290000001,34.50
1678648,AL100,A414 between M1 J7 and A405 (AL100),20150317,95,169.02,96.06,3,4.5100002290000001,29.00
1678649,AL100,A414 between M1 J7 and A405 (AL100),20150318,00,140.36,115.67,1,4.5100002290000001,22.50
1678650,AL100,A414 between M1 J7 and A405 (AL100),20150318,01,140.36,115.67,1,4.5100002290000001,23.50
1678651,AL100,A414 between M1 J7 and A405 (AL100),20150318,02,140.36,115.67,1,4.5100002290000001,23.50
1678652,AL100,A414 between M1 J7 and A405 (AL100),20150318,03,116.45,139.42,1,4.5100002290000001,18.50
1678653,AL100,A414 between M1 J7 and A405 (AL100),20150318,04,116.45,139.42,1,4.5100002290000001,15.50
1678654,AL100,A414 between M1 J7 and A405 (AL100),20150318,05,116.45,139.42,1,4.5100002290000001,14.50
1678655,AL100,A414 between M1 J7 and A405 (AL100),20150318,06,116.45,139.42,1,4.5100002290000001,18.50
1678656,AL100,A414 between M1 J7 and A405 (AL100),20150318,07,149.41,108.67,1,4.5100002290000001,14.00
1678657,AL100,A414 between M1 J7 and A405 (AL100),20150318,08,149.41,108.67,1,4.5100002290000001,18.00
1678658,AL100,A414 between M1 J7 and A405 (AL100),20150318,09,149.41,108.67,1,4.5100002290000001,17.00
1678659,AL100,A414 between M1 J7 and A405 (AL100),20150318,10,149.41,108.67,1,4.5100002290000001,16.00
1678660,AL100,A414 between M1 J7 and A405 (AL100),20150318,11,147.66,109.96,3,4.5100002290000001,17.00
1678661,AL100,A414 between M1 J7 and A405 (AL100),20150318,12,175.85,92.33,3,4.5100002290000001,19.50
1678662,AL100,A414 between M1 J7 and A405 (AL100),20150318,13,165.63,98.03,3,4.5100002290000001,22.00
1678663,AL100,A414 between M1 J7 and A405 (AL100),20150318,14,166.96,97.24,3,4.5100002290000001,24.50
1678664,AL100,A414 between M1 J7 and A405 (AL100),20150318,15,166.32,97.62,3,4.5100002290000001,20.00
1678665,AL100,A414 between M1 J7 and A405 (AL100),20150318,16,157.69,102.96,3,4.5100002290000001,19.00
1678666,AL100,A414 between M1 J7 and A405 (AL100),20150318,17,150.71,107.73,3,4.5100002290000001,20.50
1678667,AL100,A414 between M1 J7 and A405 (AL100),20150318,18,155.46,104.44,1,4.5100002290000001,38.50
1678668,AL100,A414 between M1 J7 and A405 (AL100),20150318,19,155.46,104.44,1,4.5100002290000001,38.50
1678669,AL100,A414 between M1 J7 and A405 (AL100),20150318,20,155.46,104.44,1,4.5100002290000001,56.50
1678670,AL100,A414 between M1 J7 and A405 (AL100),20150318,21,155.46,104.44,1,4.5100002290000001,82.00
1678671,AL100,A414 between M1 J7 and A405 (AL100),20150318,22,155.46,104.44,1,4.5100002290000001,115.00
1678672,AL100,A414 between M1 J7 and A405 (AL100),20150318,23,157.19,103.29,1,4.5100002290000001,110.00
1678673,AL100,A414 between M1 J7 and A405 (AL100),20150318,24,157.19,103.29,1,4.5100002290000001,140.50
1678674,AL100,A414 between M1 J7 and A405 (AL100),20150318,25,157.19,103.29,1,4.5100002290000001,159.00
1678675,AL100,A414 between M1 J7 and A405 (AL100),20150318,26,131.85,123.14,1,4.5100002290000001,212.00
1678676,AL100,A414 between M1 J7 and A405 (AL100),20150318,27,150.57,107.83,1,4.5100002290000001,252.00
1678677,AL100,A414 between M1 J7 and A405 (AL100),20150318,28,136.87,118.62,1,4.5100002290000001,286.50
1678678,AL100,A414 between M1 J7 and A405 (AL100),20150318,29,142.18,114.19,1,4.5100002290000001,306.00
1678679,AL100,A414 between M1 J7 and A405 (AL100),20150318,30,140.75,115.35,1,4.5100002290000001,324.50
1678680,AL100,A414 between M1 J7 and A405 (AL100),20150318,31,169.62,95.72,1,4.5100002290000001,330.50
1678681,AL100,A414 between M1 J7 and A405 (AL100),20150318,32,283.05,57.36,1,4.5100002290000001,346.00
1678682,AL100,A414 between M1 J7 and A405 (AL100),20150318,33,316.61,51.28,1,4.5100002290000001,325.50
1678683,AL100,A414 between M1 J7 and A405 (AL100),20150318,34,152.55,106.43,1,4.5100002290000001,294.00
1678684,AL100,A414 between M1 J7 and A405 (AL100),20150318,35,174.13,93.24,1,4.5100002290000001,253.00
1678685,AL100,A414 between M1 J7 and A405 (AL100),20150318,36,147.79,109.86,1,4.5100002290000001,246.00
1678686,AL100,A414 between M1 J7 and A405 (AL100),20150318,37,147.38,110.16,1,4.5100002290000001,249.50
1678687,AL100,A414 between M1 J7 and A405 (AL100),20150318,38,146.97,110.47,1,4.5100002290000001,237.00
1678688,AL100,A414 between M1 J7 and A405 (AL100),20150318,39,177.74,91.35,1,4.5100002290000001,199.00
1678689,AL100,A414 between M1 J7 and A405 (AL100),20150318,40,141.04,115.12,1,4.5100002290000001,193.50
1678690,AL100,A414 between M1 J7 and A405 (AL100),20150318,41,141.70,114.58,1,4.5100002290000001,180.00
1678691,AL100,A414 between M1 J7 and A405 (AL100),20150318,42,161.78,100.36,1,4.5100002290000001,179.50
1678692,AL100,A414 between M1 J7 and A405 (AL100),20150318,43,146.48,110.84,1,4.5100002290000001,169.50
1678693,AL100,A414 between M1 J7 and A405 (AL100),20150318,44,166.87,97.30,1,4.5100002290000001,166.00
1678694,AL100,A414 between M1 J7 and A405 (AL100),20150318,45,141.55,114.70,1,4.5100002290000001,161.50
1678695,AL100,A414 between M1 J7 and A405 (AL100),20150318,46,141.55,114.70,1,4.5100002290000001,167.50
1678696,AL100,A414 between M1 J7 and A405 (AL100),20150318,47,159.11,102.04,1,4.5100002290000001,161.00
1678697,AL100,A414 between M1 J7 and A405 (AL100),20150318,48,176.67,91.90,1,4.5100002290000001,164.50
1678698,AL100,A414 between M1 J7 and A405 (AL100),20150318,49,176.67,91.90,1,4.5100002290000001,180.50
1678699,AL100,A414 between M1 J7 and A405 (AL100),20150318,50,148.55,109.30,1,4.5100002290000001,172.50
1678700,AL100,A414 between M1 J7 and A405 (AL100),20150318,51,148.55,109.30,1,4.5100002290000001,172.50
1678701,AL100,A414 between M1 J7 and A405 (AL100),20150318,52,148.55,109.30,1,4.5100002290000001,182.50
1678702,AL100,A414 between M1 J7 and A405 (AL100),20150318,53,126.72,128.13,1,4.5100002290000001,195.00
1678703,AL100,A414 between M1 J7 and A405 (AL100),20150318,54,126.72,128.13,1,4.5100002290000001,173.50
1678704,AL100,A414 between M1 J7 and A405 (AL100),20150318,55,126.72,128.13,1,4.5100002290000001,174.50
1678705,AL100,A414 between M1 J7 and A405 (AL100),20150318,56,135.13,120.15,1,4.5100002290000001,183.50
1678706,AL100,A414 between M1 J7 and A405 (AL100),20150318,57,143.53,113.12,1,4.5100002290000001,178.00
1678707,AL100,A414 between M1 J7 and A405 (AL100),20150318,58,158.14,102.67,1,4.5100002290000001,189.00
1678708,AL100,A414 between M1 J7 and A405 (AL100),20150318,59,163.15,99.52,1,4.5100002290000001,193.50
1678709,AL100,A414 between M1 J7 and A405 (AL100),20150318,60,168.16,96.55,1,4.5100002290000001,198.00
1678710,AL100,A414 between M1 J7 and A405 (AL100),20150318,61,168.81,96.18,1,4.5100002290000001,196.50
1678711,AL100,A414 between M1 J7 and A405 (AL100),20150318,62,146.89,110.53,1,4.5100002290000001,204.50
1678712,AL100,A414 between M1 J7 and A405 (AL100),20150318,63,142.90,113.62,1,4.5100002290000001,211.00
1678713,AL100,A414 between M1 J7 and A405 (AL100),20150318,64,165.89,97.87,1,4.5100002290000001,249.00
1678714,AL100,A414 between M1 J7 and A405 (AL100),20150318,65,132.58,122.46,1,4.5100002290000001,270.50
1678715,AL100,A414 between M1 J7 and A405 (AL100),20150318,66,124.08,130.85,1,4.5100002290000001,272.50
1678716,AL100,A414 between M1 J7 and A405 (AL100),20150318,67,144.91,112.04,1,4.5100002290000001,258.00
1678717,AL100,A414 between M1 J7 and A405 (AL100),20150318,68,156.66,103.64,1,4.5100002290000001,275.50
1678718,AL100,A414 between M1 J7 and A405 (AL100),20150318,69,168.41,96.41,1,4.5100002290000001,284.00
1678719,AL100,A414 between M1 J7 and A405 (AL100),20150318,70,148.34,109.45,1,4.5100002290000001,283.50
1678720,AL100,A414 between M1 J7 and A405 (AL100),20150318,71,128.26,126.59,1,4.5100002290000001,287.00
1678721,AL100,A414 between M1 J7 and A405 (AL100),20150318,72,159.66,101.69,1,4.5100002290000001,254.00
1678722,AL100,A414 between M1 J7 and A405 (AL100),20150318,73,152.40,106.54,1,4.5100002290000001,243.50
1678723,AL100,A414 between M1 J7 and A405 (AL100),20150318,74,145.13,111.87,1,4.5100002290000001,224.50
1678724,AL100,A414 between M1 J7 and A405 (AL100),20150318,75,137.98,117.67,1,4.5100002290000001,197.00
1678725,AL100,A414 between M1 J7 and A405 (AL100),20150318,76,128.23,126.62,1,4.5100002290000001,178.50
1678726,AL100,A414 between M1 J7 and A405 (AL100),20150318,77,128.23,126.62,1,4.5100002290000001,160.00
1678727,AL100,A414 between M1 J7 and A405 (AL100),20150318,78,150.64,107.78,1,4.5100002290000001,143.00
1678728,AL100,A414 between M1 J7 and A405 (AL100),20150318,79,173.05,93.82,1,4.5100002290000001,123.50
1678729,AL100,A414 between M1 J7 and A405 (AL100),20150318,80,173.05,93.82,1,4.5100002290000001,96.50
1678730,AL100,A414 between M1 J7 and A405 (AL100),20150318,81,173.05,93.82,1,4.5100002290000001,94.50
1678731,AL100,A414 between M1 J7 and A405 (AL100),20150318,82,173.05,93.82,1,4.5100002290000001,96.00
1678732,AL100,A414 between M1 J7 and A405 (AL100),20150318,83,150.03,108.22,3,4.5100002290000001,80.00
1678733,AL100,A414 between M1 J7 and A405 (AL100),20150318,84,152.15,106.71,3,4.5100002290000001,80.00
1678734,AL100,A414 between M1 J7 and A405 (AL100),20150318,85,153.45,105.81,3,4.5100002290000001,87.50
1678735,AL100,A414 between M1 J7 and A405 (AL100),20150318,86,148.57,109.28,3,4.5100002290000001,91.00
1678736,AL100,A414 between M1 J7 and A405 (AL100),20150318,87,142.49,113.94,3,4.5100002290000001,83.50
